id,path,line,source,kind,text,context,confidence,surface,language,word_count,has_sentence_punct,scope,a7_candidate,long_words_13_letters,plain_word_review,abbreviation_review,verdict
3060,web/src/desk/surface/gadgets.tsx,867,web/src/desk/surface/gadgets.tsx:867,jsx-attr,Delete?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3180,web/src/desk/thought-workspace/ThoughtDocumentPane.tsx,57,web/src/desk/thought-workspace/ThoughtDocumentPane.tsx:57,jsx-attr,Start with what you know…,placeholder,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3207,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx,453,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx:453,jsx-text,A draft from your note,JSX text,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3220,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx,485,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx:485,jsx-expression-string,THE NOTE DID NOT SAVE,JSX expression,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3234,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx,536,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx:536,jsx-text,Could not open. Note unchanged.,JSX text,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3236,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx,540,web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx:540,jsx-text,Hub restarted. Reload to continue.,JSX text,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3260,web/src/desk/verbRegistry.ts,326,web/src/desk/verbRegistry.ts:326,ts-string,Open Intelligence,label,static-map,vocabulary,words,2,False,source,False,[],"[{""word"": ""Intelligence"", ""syllables_estimate"": 4, ""plain_candidate"": ""summary, only for the meeting result""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3274,web/src/desk/verbRegistry.ts,435,web/src/desk/verbRegistry.ts:435,ts-string,Ask unavailable,literal,static-map,vocabulary,words,2,False,source,False,[],"[{""word"": ""unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3289,web/src/desk/verbRegistry.ts,537,web/src/desk/verbRegistry.ts:537,ts-string,A zone cannot file itself,literal,static-map,vocabulary,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3322,web/src/desk/voice/ProposalStrip.tsx,75,web/src/desk/voice/ProposalStrip.tsx:75,jsx-attr,Intent classification used Ask AI.,title,static,rendered,words,5,True,source,True,"[""classification""]","[{""word"": ""classification"", ""syllables_estimate"": 5, ""plain_candidate"": ""type, if meaning is unchanged""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3399,web/src/features/concierge/ConciergeCore.tsx,522,web/src/features/concierge/ConciergeCore.tsx:522,jsx-attr,http://192.168.1.43:8080/v1,placeholder,static,rendered,words,7,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3464,web/src/features/project-room/ProjectRoomCore.tsx,633,web/src/features/project-room/ProjectRoomCore.tsx:633,jsx-text,MTG,JSX text,static,rendered,words,1,False,source,False,[],[],"[""MTG""]","candidate; inspect rendered context, empty-state exception and registered technical meaning"
3509,web/src/features/project-room/ProjectRoomCore.tsx,1026,web/src/features/project-room/ProjectRoomCore.tsx:1026,jsx-attr,Remove?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3655,web/src/features/project-room/_parked/setup/ActivationReview.tsx,136,web/src/features/project-room/_parked/setup/ActivationReview.tsx:136,jsx-text,No Watches selected.,JSX text,static,rendered,words,3,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3669,web/src/features/project-room/_parked/setup/ClarifyStep.tsx,69,web/src/features/project-room/_parked/setup/ClarifyStep.tsx:69,jsx-text,How closely should HoldSpeak watch this?,JSX text,static,rendered,words,6,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3677,web/src/features/project-room/_parked/setup/ClarifyStep.tsx,109,web/src/features/project-room/_parked/setup/ClarifyStep.tsx:109,jsx-text,"When this happens, what should HoldSpeak do?",JSX text,static,rendered,words,7,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3741,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx,86,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx:86,jsx-text,Discovering repositories...,JSX text,static,rendered,words,2,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3742,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx,92,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx:92,jsx-text,No repositories found.,JSX text,static,rendered,words,3,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3775,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx,570,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx:570,jsx-text,Checking GitHub connection...,JSX text,static,rendered,words,3,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3777,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx,576,web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx:576,jsx-attr,GitHub reads leave the machine.,title,static,rendered,words,5,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3800,web/src/features/project-room/_parked/setup/SetupInterview.tsx,51,web/src/features/project-room/_parked/setup/SetupInterview.tsx:51,jsx-text,Starting setup...,JSX text,static,rendered,words,2,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3802,web/src/features/project-room/_parked/setup/SetupInterview.tsx,102,web/src/features/project-room/_parked/setup/SetupInterview.tsx:102,jsx-text,Creating project...,JSX text,static,rendered,words,2,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3819,web/src/features/project-room/_parked/setup/SetupRoot.tsx,109,web/src/features/project-room/_parked/setup/SetupRoot.tsx:109,jsx-text,Project created. Opening Project Room...,JSX text,static,rendered,words,5,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3820,web/src/features/project-room/_parked/setup/SetupRoot.tsx,119,web/src/features/project-room/_parked/setup/SetupRoot.tsx:119,jsx-text,Setup abandoned. No project was created.,JSX text,static,rendered,words,6,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3830,web/src/features/project-room/_parked/setup/SuggestionCards.tsx,97,web/src/features/project-room/_parked/setup/SuggestionCards.tsx:97,jsx-text,Generating suggestions...,JSX text,static,rendered,words,2,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3831,web/src/features/project-room/_parked/setup/SuggestionCards.tsx,106,web/src/features/project-room/_parked/setup/SuggestionCards.tsx:106,jsx-text,No Watch suggestions available. You can create a blank Project and add Watches later.,JSX text,static,rendered,words,14,True,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3874,web/src/features/project-room/_parked/setup/model.ts,572,web/src/features/project-room/_parked/setup/model.ts:572,ts-string,When the PR state changes,state:changed,candidate,possible,words,5,False,parked,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3940,web/src/features/project-room/door/DoorCore.tsx,411,web/src/features/project-room/door/DoorCore.tsx:411,jsx-attr,What are you delivering?,placeholder,static,rendered,words,4,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3942,web/src/features/project-room/door/DoorCore.tsx,423,web/src/features/project-room/door/DoorCore.tsx:423,jsx-text,THIS BECOMES THE PROJECT&apos;S NAME,JSX text,static,rendered,words,7,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3973,web/src/features/project-room/prepare/PreparePosture.tsx,153,web/src/features/project-room/prepare/PreparePosture.tsx:153,jsx-attr,What this meeting is for,placeholder,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
3978,web/src/features/project-room/prepare/PreparePosture.tsx,196,web/src/features/project-room/prepare/PreparePosture.tsx:196,jsx-attr,Prepare: build the brief from these sources,aria-label,static,rendered,words,7,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4027,web/src/features/project-room/prepare/PreparePosture.tsx,522,web/src/features/project-room/prepare/PreparePosture.tsx:522,jsx-expression-string,OVER THE BOUND · NEWEST FIRST,JSX expression,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4039,web/src/features/project-room/prepare/PreparePosture.tsx,626,web/src/features/project-room/prepare/PreparePosture.tsx:626,ts-string,DETERMINISTIC,literal,candidate,possible,words,1,False,source,False,"[""DETERMINISTIC""]","[{""word"": ""DETERMINISTIC"", ""syllables_estimate"": 5, ""plain_candidate"": ""fixed""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4067,web/src/features/project-room/prepare/PreparePosture.tsx,744,web/src/features/project-room/prepare/PreparePosture.tsx:744,jsx-attr,Discard?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4268,web/src/features/project-room/steward/StewardPosture.tsx,519,web/src/features/project-room/steward/StewardPosture.tsx:519,jsx-attr,Uses the model assigned in Settings > Models. Falls back to deterministic.,title,static,rendered,words,11,True,source,True,"[""deterministic""]","[{""word"": ""deterministic"", ""syllables_estimate"": 5, ""plain_candidate"": ""fixed""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4274,web/src/features/project-room/steward/StewardPosture.tsx,544,web/src/features/project-room/steward/StewardPosture.tsx:544,jsx-attr,This PR has been waiting for review for {days} days.,placeholder,static,rendered,words,10,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4292,web/src/features/project-room/steward/StewardPosture.tsx,668,web/src/features/project-room/steward/StewardPosture.tsx:668,jsx-attr,No steward runs yet. Run once to start.,emptylabel,static,rendered,words,8,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4332,web/src/features/project-room/update/UpdatePosture.tsx,430,web/src/features/project-room/update/UpdatePosture.tsx:430,jsx-expression-string,Superseded drafts are read-only,JSX expression,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4333,web/src/features/project-room/update/UpdatePosture.tsx,431,web/src/features/project-room/update/UpdatePosture.tsx:431,jsx-expression-string,Published updates are read-only,JSX expression,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4339,web/src/features/project-room/update/UpdatePosture.tsx,495,web/src/features/project-room/update/UpdatePosture.tsx:495,jsx-attr,May send project data to the inference provider.,title,static,rendered,words,8,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4342,web/src/features/project-room/update/UpdatePosture.tsx,507,web/src/features/project-room/update/UpdatePosture.tsx:507,jsx-attr,No updates yet. Draft the first one.,emptylabel,static,rendered,words,7,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4386,web/src/lib/primitives.ts,609,web/src/lib/primitives.ts:609,ts-string,Intelligence,label,candidate,possible,words,1,False,source,False,[],"[{""word"": ""Intelligence"", ""syllables_estimate"": 4, ""plain_candidate"": ""summary, only for the meeting result""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4449,web/src/lib/productLanguage.ts,111,web/src/lib/productLanguage.ts:111,ts-string,Unavailable,unavailable,static-map,vocabulary,words,1,False,source,False,[],"[{""word"": ""Unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4514,web/src/meetings/MeetingConflictRecovery.tsx,58,web/src/meetings/MeetingConflictRecovery.tsx:58,jsx-text,"Deleted, with its retained projections",JSX text,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4540,web/src/meetings/MeetingIntelRecovery.tsx,203,web/src/meetings/MeetingIntelRecovery.tsx:203,jsx-attr,Meeting intelligence recovery,aria-label,static,rendered,words,3,False,source,False,[],"[{""word"": ""intelligence"", ""syllables_estimate"": 4, ""plain_candidate"": ""summary, only for the meeting result""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4580,web/src/pages/cores/ActivityCore.tsx,192,web/src/pages/cores/ActivityCore.tsx:192,jsx-attr,Delete?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4592,web/src/pages/cores/ActivityCore.tsx,241,web/src/pages/cores/ActivityCore.tsx:241,jsx-attr,Clear all?,confirmlabel,static,rendered,words,2,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4608,web/src/pages/cores/AssignmentEditor.tsx,185,web/src/pages/cores/AssignmentEditor.tsx:185,jsx-text,Retry follows the server policy for,JSX text,static,rendered,words,6,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4610,web/src/pages/cores/AssignmentEditor.tsx,185,web/src/pages/cores/AssignmentEditor.tsx:185,jsx-text,.,JSX text,static,rendered,glyph-or-symbol,0,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4612,web/src/pages/cores/AssignmentEditor.tsx,186,web/src/pages/cores/AssignmentEditor.tsx:186,jsx-attr,This fallback can leave this device.,title,static,rendered,words,6,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4615,web/src/pages/cores/AssignmentEditor.tsx,186,web/src/pages/cores/AssignmentEditor.tsx:186,jsx-text,can leave this device.,JSX text,static,rendered,words,4,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4623,web/src/pages/cores/AssignmentEditor.tsx,200,web/src/pages/cores/AssignmentEditor.tsx:200,jsx-attr,This fallback can leave this device.,title,static,rendered,words,6,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4625,web/src/pages/cores/AssignmentEditor.tsx,201,web/src/pages/cores/AssignmentEditor.tsx:201,jsx-text,Replace unavailable model,JSX text,static,rendered,words,3,False,source,False,[],"[{""word"": ""unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4646,web/src/pages/cores/AssignmentModelChooser.tsx,83,web/src/pages/cores/AssignmentModelChooser.tsx:83,jsx-attr,This model can leave this device.,title,static,rendered,words,6,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4705,web/src/pages/cores/CadenceCore.tsx,441,web/src/pages/cores/CadenceCore.tsx:441,jsx-text,WHILE THIS MAC IS AWAKE,JSX text,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4712,web/src/pages/cores/CadenceCore.tsx,511,web/src/pages/cores/CadenceCore.tsx:511,jsx-attr,Notification mode,label,static,rendered,words,2,False,source,False,[],"[{""word"": ""Notification"", ""syllables_estimate"": 5, ""plain_candidate"": ""alert""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4713,web/src/pages/cores/CadenceCore.tsx,517,web/src/pages/cores/CadenceCore.tsx:517,jsx-attr,Notification content,label,static,rendered,words,2,False,source,False,[],"[{""word"": ""Notification"", ""syllables_estimate"": 5, ""plain_candidate"": ""alert""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4725,web/src/pages/cores/CadenceCore.tsx,604,web/src/pages/cores/CadenceCore.tsx:604,jsx-attr,Done?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4727,web/src/pages/cores/CadenceCore.tsx,610,web/src/pages/cores/CadenceCore.tsx:610,jsx-attr,Kill?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4737,web/src/pages/cores/CalendarSnapshotReviewCore.tsx,137,web/src/pages/cores/CalendarSnapshotReviewCore.tsx:137,jsx-text,Writing events...,JSX text,static,rendered,words,2,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4747,web/src/pages/cores/CalendarSnapshotReviewCore.tsx,192,web/src/pages/cores/CalendarSnapshotReviewCore.tsx:192,jsx-text,Enter a date as YYYY-MM-DD,JSX text,static,rendered,words,7,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4749,web/src/pages/cores/CalendarSnapshotReviewCore.tsx,199,web/src/pages/cores/CalendarSnapshotReviewCore.tsx:199,jsx-attr,REMOVE?,deletelabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4801,web/src/pages/cores/CommandsCore.tsx,195,web/src/pages/cores/CommandsCore.tsx:195,jsx-attr,Delete?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4810,web/src/pages/cores/CommandsCore.tsx,284,web/src/pages/cores/CommandsCore.tsx:284,jsx-text,RUNS CODE ON THIS MACHINE WHEN THE KEYWORD MATCHES,JSX text,static,rendered,words,9,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4865,web/src/pages/cores/ComponentsCore.tsx,133,web/src/pages/cores/ComponentsCore.tsx:133,jsx-attr,EVERY CONTROL IS A GADGET,label,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4891,web/src/pages/cores/ComponentsCore.tsx,221,web/src/pages/cores/ComponentsCore.tsx:221,jsx-text,"Quiet row, caret, trailing token",JSX text,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4893,web/src/pages/cores/ComponentsCore.tsx,225,web/src/pages/cores/ComponentsCore.tsx:225,jsx-attr,The table and the armed delete,label,static,rendered,words,6,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4894,web/src/pages/cores/ComponentsCore.tsx,229,web/src/pages/cores/ComponentsCore.tsx:229,jsx-attr,DELETE?,deletelabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4896,web/src/pages/cores/ComponentsCore.tsx,247,web/src/pages/cores/ComponentsCore.tsx:247,jsx-attr,"Rows, states, and the two-step",label,static,rendered,words,6,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4899,web/src/pages/cores/ComponentsCore.tsx,257,web/src/pages/cores/ComponentsCore.tsx:257,jsx-attr,Delete?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4905,web/src/pages/cores/ComponentsCore.tsx,274,web/src/pages/cores/ComponentsCore.tsx:274,jsx-attr,The error leg renders in the flow,error,static,rendered,words,7,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4909,web/src/pages/cores/ComponentsCore.tsx,289,web/src/pages/cores/ComponentsCore.tsx:289,jsx-text,Models are downloading in the background.,JSX text,static,rendered,words,6,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4910,web/src/pages/cores/ComponentsCore.tsx,292,web/src/pages/cores/ComponentsCore.tsx:292,jsx-text,All checks passed.,JSX text,static,rendered,words,3,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4911,web/src/pages/cores/ComponentsCore.tsx,299,web/src/pages/cores/ComponentsCore.tsx:299,jsx-text,One model needs attention.,JSX text,static,rendered,words,4,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4912,web/src/pages/cores/ComponentsCore.tsx,302,web/src/pages/cores/ComponentsCore.tsx:302,jsx-text,Connection lost to the host.,JSX text,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4913,web/src/pages/cores/ComponentsCore.tsx,305,web/src/pages/cores/ComponentsCore.tsx:305,jsx-text,Default tone (no explicit tone set).,JSX text,static,rendered,words,6,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4916,web/src/pages/cores/ComponentsCore.tsx,310,web/src/pages/cores/ComponentsCore.tsx:310,jsx-text,"In-flow content, Escape closes",JSX text,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4925,web/src/pages/cores/ComponentsCore.tsx,340,web/src/pages/cores/ComponentsCore.tsx:340,jsx-attr,ChoiceCardGroup: radio semantics,label,static,rendered,words,3,False,source,False,"[""ChoiceCardGroup""]",[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4929,web/src/pages/cores/ComponentsCore.tsx,353,web/src/pages/cores/ComponentsCore.tsx:353,jsx-attr,Runs entirely on your machine,description,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4930,web/src/pages/cores/ComponentsCore.tsx,364,web/src/pages/cores/ComponentsCore.tsx:364,jsx-text,Thoughts &amp; notes · Meetings · Writing &amp; dictation,JSX text,static,rendered,words,7,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4934,web/src/pages/cores/ComponentsCore.tsx,382,web/src/pages/cores/ComponentsCore.tsx:382,jsx-text,Chat &amp; agents · Speech recognition,JSX text,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4937,web/src/pages/cores/ComponentsCore.tsx,391,web/src/pages/cores/ComponentsCore.tsx:391,jsx-attr,Temporarily unavailable,description,static,rendered,words,2,False,source,False,[],"[{""word"": ""unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4943,web/src/pages/cores/ComponentsCore.tsx,417,web/src/pages/cores/ComponentsCore.tsx:417,jsx-text,Popover content. Escape dismisses. Focus is trapped.,JSX text,static,rendered,words,7,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4944,web/src/pages/cores/ComponentsCore.tsx,421,web/src/pages/cores/ComponentsCore.tsx:421,jsx-attr,ProvenanceChip and Receipt: footer slots,label,static,rendered,words,5,False,source,True,"[""ProvenanceChip""]",[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4948,web/src/pages/cores/ComponentsCore.tsx,433,web/src/pages/cores/ComponentsCore.tsx:433,jsx-attr,TopologySurface: graph viewport,label,static,rendered,words,3,False,source,False,"[""TopologySurface""]",[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4971,web/src/pages/cores/ConstitutionalContextCore.tsx,171,web/src/pages/cores/ConstitutionalContextCore.tsx:171,jsx-attr,Constitutional context,label,static,rendered,words,2,False,source,False,"[""Constitutional""]",[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4972,web/src/pages/cores/ConstitutionalContextCore.tsx,173,web/src/pages/cores/ConstitutionalContextCore.tsx:173,jsx-attr,Constitutional context,label,static,rendered,words,2,False,source,False,"[""Constitutional""]",[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4973,web/src/pages/cores/ConstitutionalContextCore.tsx,186,web/src/pages/cores/ConstitutionalContextCore.tsx:186,jsx-attr,"Role, stack, rules One fact per line",placeholder,static,rendered,words,7,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4976,web/src/pages/cores/ContextualAssignment.tsx,83,web/src/pages/cores/ContextualAssignment.tsx:83,jsx-text,Assignment unavailable,JSX text,static,rendered,words,2,False,source,False,[],"[{""word"": ""unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4995,web/src/pages/cores/HistoryCore.tsx,270,web/src/pages/cores/HistoryCore.tsx:270,jsx-attr,No model is assigned to meeting summaries.,title,static,rendered,words,7,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
4997,web/src/pages/cores/HistoryCore.tsx,279,web/src/pages/cores/HistoryCore.tsx:279,jsx-attr,Where a meeting summary runs.,title,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5015,web/src/pages/cores/HistoryCore.tsx,526,web/src/pages/cores/HistoryCore.tsx:526,jsx-attr,Delete?,confirmlabel,static,rendered,words,1,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5020,web/src/pages/cores/LiveCore.tsx,340,web/src/pages/cores/LiveCore.tsx:340,jsx-attr,Intelligence,label,static,rendered,words,1,False,source,False,[],"[{""word"": ""Intelligence"", ""syllables_estimate"": 4, ""plain_candidate"": ""summary, only for the meeting result""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5034,web/src/pages/cores/LiveCore.tsx,442,web/src/pages/cores/LiveCore.tsx:442,jsx-attr,Intelligence,label,static,rendered,words,1,False,source,False,[],"[{""word"": ""Intelligence"", ""syllables_estimate"": 4, ""plain_candidate"": ""summary, only for the meeting result""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5081,web/src/pages/cores/ModelLibraryCore.tsx,323,web/src/pages/cores/ModelLibraryCore.tsx:323,jsx-attr,Provider request leaves this hub.,title,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5104,web/src/pages/cores/ModelLibraryCore.tsx,379,web/src/pages/cores/ModelLibraryCore.tsx:379,jsx-attr,Provider request leaves this hub.,title,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5116,web/src/pages/cores/ModelLibraryCore.tsx,391,web/src/pages/cores/ModelLibraryCore.tsx:391,jsx-attr,Provider request leaves this hub.,title,static,rendered,words,5,True,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5155,web/src/pages/cores/PeopleCore.tsx,94,web/src/pages/cores/PeopleCore.tsx:94,ts-string,Key unavailable,label,candidate,possible,words,2,False,source,False,[],"[{""word"": ""unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5156,web/src/pages/cores/PeopleCore.tsx,96,web/src/pages/cores/PeopleCore.tsx:96,ts-string,Store unavailable,label,candidate,possible,words,2,False,source,False,[],"[{""word"": ""unavailable"", ""syllables_estimate"": 5, ""plain_candidate"": ""not available""}]",[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5165,web/src/pages/cores/PeopleCore.tsx,231,web/src/pages/cores/PeopleCore.tsx:231,jsx-expression-string,"Encrypted, local-only relationship context",JSX expression,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
5170,web/src/pages/cores/PeopleCore.tsx,260,web/src/pages/cores/PeopleCore.tsx:260,jsx-attr,Everyone: clear the Project scope,aria-label,static,rendered,words,5,False,source,True,[],[],[],"candidate; inspect rendered context, empty-state exception and registered technical meaning"
