surface_file,jsx_sites,scope,failed_rules,review_rules,library_species_sites,raw_control_sites,direct_css_files,direct_css_literal_records,direct_css_off_type_records,evidence,coverage_note
web/src/desk/surface/FilterTokens.tsx,2,library implementation,,D1,1,0,web/src/desk/surface/filter-tokens.css,2,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/LedgerFilter.tsx,16,library implementation,,A7 D1 D2,0,3,web/src/desk/surface/surface-footer.css,54,12,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/Material.tsx,11,library implementation,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/Surface.tsx,154,library implementation,,A7 D1 D2 M10 T4,2,7,web/src/desk/surface/surface.css,485,31,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/SurfaceFooter.tsx,5,library implementation,,D1 D2,0,0,web/src/desk/surface/surface-footer.css,54,12,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/XtermPane.tsx,1,library implementation,,D2,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/citations.tsx,2,library implementation,,,0,1,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/controls/MicButton.tsx,0,library implementation,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/foot.tsx,0,library implementation,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/gadgets.tsx,82,library implementation,,A7 D1 D2,1,13,web/src/desk/surface/gadgets.css,118,16,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/graph/TopologySurface.tsx,15,library implementation,,D1 D2,0,1,web/src/desk/surface/graph/topology-surface.css,15,4,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/ActionNotice.tsx,4,library implementation,,D1 D2,0,1,web/src/desk/surface/patterns/action-notice.css,4,2,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/ChoiceCardGroup.tsx,4,library implementation,,D1 D2,0,2,web/src/desk/surface/patterns/choice-card.css,31,3,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/ChoiceCardShell.tsx,13,library implementation,,D1 D2,0,0,web/src/desk/surface/patterns/choice-card.css,31,3,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/ClaimAxes.tsx,8,library implementation,,D1,0,0,web/src/desk/surface/patterns/claim-axes.css,1,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/CoverageRow.tsx,9,library implementation,,D1 D2,1,0,web/src/desk/surface/patterns/coverage-row.css,2,3,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/Disclosure.tsx,6,library implementation,,D1 D2,0,1,web/src/desk/surface/patterns/disclosure.css,16,2,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/LedgerRemainder.tsx,3,library implementation,,D1,1,0,web/src/desk/surface/patterns/ledger-remainder.css,3,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/Popover.tsx,2,library implementation,,D1,0,0,web/src/desk/surface/patterns/popover.css,7,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/ProgressPlan.tsx,15,library implementation,,D1 D2,0,1,web/src/desk/surface/patterns/progress-plan.css,16,3,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/ProjectButton.tsx,2,library implementation,,D1 D2,1,0,web/src/desk/surface/patterns/project-button.css,3,1,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/ProvenanceChip.tsx,9,library implementation,,D1 D2,0,2,web/src/desk/surface/patterns/provenance.css,8,5,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/StateChip.tsx,2,library implementation,,D1 D2,0,0,web/src/desk/surface/patterns/state-chip.css,3,1,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/patterns/TaskResume.tsx,14,library implementation,,D1 D2,2,0,web/src/desk/surface/patterns/task-resume.css,8,1,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/title.tsx,0,library implementation,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/surface/wings.tsx,5,library implementation,,,0,2,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/thought-workspace/ThoughtDocumentPane.tsx,6,consumer/support,,A7,1,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/thought-workspace/ThoughtReadsWell.tsx,9,consumer/support,,,2,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/thought-workspace/ThoughtWorkspaceWindow.tsx,42,consumer/support,,A7 D1 D2,14,0,web/src/desk/thought-workspace/thought-workspace.css,62,2,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/voice/ProposalStrip.tsx,9,consumer/support,,A7 T4,4,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/desk/windowMenuAdapter.tsx,5,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/concierge/ConciergeCore.tsx,128,consumer/support,,A7 D1 D2 U3,40,0,web/src/features/concierge/concierge.css,108,3,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/ProjectRoomCore.tsx,250,consumer/support,A6 C4 T3 T5,A7 D1 T4 U3,97,2,web/src/features/project-room/project-room.css,108,0,web/src/features/project-room/ProjectRoomCore.tsx:1658 | web/src/features/project-room/ProjectRoomCore.tsx:1821 | web/src/features/project-room/ProjectRoomCore.tsx:264 | web/src/features/project-room/ProjectRoomCore.tsx:282,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/RoomPeopleSection.tsx,39,consumer/support,,,13,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/ActivationReview.tsx,25,parked,,A7,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/ClarifyStep.tsx,17,parked,,A7,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/JiraWizard.tsx,77,parked,,D1 D2,,,web/src/features/project-room/_parked/setup/jira-wizard.css,2,1,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/ProviderWizardStep.tsx,57,parked,,A7,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/SetupBrief.tsx,27,parked,,,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/SetupInterview.tsx,29,parked,,A7,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/SetupRoot.tsx,38,parked,,A7 D1 D2,,,web/src/features/project-room/_parked/setup/setup.css,16,1,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/SuggestionCards.tsx,26,parked,,A7,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/TestResult.tsx,12,parked,,,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/_parked/setup/ToolsRow.tsx,11,parked,,,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/door/DoorCore.tsx,71,consumer/support,T5,A7 D1 D2,24,1,web/src/features/project-room/door/door.css,68,1,web/src/features/project-room/door/DoorCore.tsx:408,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/prepare/PreparePosture.tsx,138,consumer/support,,A7 D1 T4,60,0,web/src/features/project-room/prepare/prepare-posture.css,15,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/recall/RecallFace.tsx,72,consumer/support,,D1 D2,21,0,web/src/features/project-room/recall/recall.css,28,5,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/review/ReviewPosture.tsx,84,consumer/support,T5,A7 D1 D2 U3,37,2,web/src/features/project-room/review/review-posture.css,31,4,web/src/features/project-room/review/ReviewPosture.tsx:108,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/steward/StewardPosture.tsx,105,consumer/support,T5 U1,A7 D1 D2 T4 U3,44,1,web/src/features/project-room/steward/steward-posture.css,10,0,web/src/features/project-room/steward/StewardPosture.tsx:261,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/features/project-room/update/UpdatePosture.tsx,78,consumer/support,T5 U1,A7 D1,30,2,web/src/features/project-room/update/update-posture.css,8,0,web/src/features/project-room/update/UpdatePosture.tsx:106 | web/src/features/project-room/update/UpdatePosture.tsx:173,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/main.tsx,5,consumer/support,,D1 D2 M10,0,0,web/src/styles/global.css | web/src/styles/react-app.css,79,10,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/meetings/MeetingConflictRecovery.tsx,37,consumer/support,,A7,4,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/meetings/MeetingIntelRecovery.tsx,13,consumer/support,,T4,5,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/meetings/MeetingSummarySlab.tsx,7,consumer/support,,,1,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/meetings/RouteDisclosure.tsx,9,consumer/support,,,3,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/PresencePage.tsx,4,consumer/support,,,1,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/WelcomePage.tsx,4,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ActivityCore.tsx,19,consumer/support,C2 T4 U6,A7,15,0,,0,0, | web/src/pages/cores/ActivityCore.tsx:230,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/AssignmentEditor.tsx,46,consumer/support,,A7 T4,14,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/AssignmentModelChooser.tsx,8,consumer/support,T5 U1,A7,3,1,,0,0,web/src/pages/cores/AssignmentModelChooser.tsx:70,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/AssignmentSummary.tsx,6,consumer/support,,,1,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/CadenceCore.tsx,67,consumer/support,,A7 D1 D2 T4,33,0,web/src/pages/cores/rhythm.css,13,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/CalendarSnapshotReviewCore.tsx,25,consumer/support,,A7,16,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/CapabilityAssignmentsCore.tsx,27,consumer/support,,U6,7,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ChangePlacesCore.tsx,6,consumer/support,,,5,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/CommandsCore.tsx,28,consumer/support,,A7,23,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/CompanionCore.tsx,25,consumer/support,,,13,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ComponentsCore.tsx,118,consumer/support,T5 U1,A7 T4,94,1,,0,0,web/src/pages/cores/ComponentsCore.tsx:402,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ConstitutionalContextCore.tsx,21,consumer/support,,A7 D1,15,0,web/src/pages/cores/constitutional-context.css,1,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ContextualAssignment.tsx,8,consumer/support,,T4,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/DictationCore.tsx,21,consumer/support,,D1 D2,4,0,web/src/desk/components/speak.css,59,4,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/HistoryCore.tsx,26,consumer/support,,A7,13,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/LiveCore.tsx,67,consumer/support,C2 T4 T5 U1,U3,47,1,,0,0,web/src/pages/cores/LiveCore.tsx:537 | web/src/pages/cores/LiveCore.tsx:340,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ModelLibraryCore.tsx,84,consumer/support,,A7 T5,35,4,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/PeopleCore.tsx,222,consumer/support,,A7 D1 D2 T4 U6,99,0,web/src/pages/cores/people.css,35,4,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ProcessCore.tsx,17,consumer/support,,,6,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/ProjectMemoryCore.tsx,0,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/RuntimeDocsCore.tsx,29,consumer/support,,A7,29,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/SettingsCore.tsx,195,consumer/support,A3 A6 C4 T3,A7 T4 U3,127,0,,0,0, | web/src/pages/cores/SettingsCore.tsx:813 | web/src/pages/cores/SettingsCore.tsx:580 | web/src/pages/cores/SettingsCore.tsx:1611 | web/src/pages/cores/SettingsCore.tsx:1618,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/SetupCore.tsx,18,consumer/support,,A7,14,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/TopologyMapView.tsx,67,consumer/support,,A7 D1 D2 T5,27,2,web/src/pages/cores/topologyMap.css,10,9,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/WorkbenchesHomeCore.tsx,21,consumer/support,T5 U1,,6,1,,0,0,web/src/pages/cores/WorkbenchesHomeCore.tsx:92,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/connections/ConnectionsPane.tsx,111,consumer/support,,D1 D2,36,0,web/src/pages/cores/connections/connections.css,5,2,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/core-hooks.tsx,2,consumer/support,,,2,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/core-layout.tsx,2,consumer/support,,,3,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/Blocks.tsx,21,consumer/support,,A7,14,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/DictationSections.tsx,20,consumer/support,,A7,14,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/Journal.tsx,32,consumer/support,,A7 D1,13,0,web/src/pages/cores/dictation/journal.css,18,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/Knowledge.tsx,15,consumer/support,,A7,14,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/Learned.tsx,11,consumer/support,,A7 D1 D2,5,0,web/src/pages/cores/dictation/learned.css,11,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/Memory.tsx,6,consumer/support,,A7,3,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/Readiness.tsx,32,consumer/support,,A7 T4,23,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/SpeakFace.tsx,121,consumer/support,,A7,28,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/_parked/AimRow.tsx,6,parked,,,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/_parked/InstrumentStrip.tsx,25,parked,,,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/_parked/ResultPanel.tsx,18,parked,,,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/dictation/_parked/UtteranceWell.tsx,11,parked,,A7,,,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/frontDoor.tsx,33,consumer/support,,D1,15,0,web/src/pages/cores/frontDoor.css,8,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/AftercareGadgets.tsx,7,consumer/support,,,6,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/ArtifactsLibrary.tsx,9,consumer/support,,,8,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/CaptureSlab.tsx,4,consumer/support,,A7,2,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/CatalogRail.tsx,23,consumer/support,T5 U1,,2,1,,0,0,web/src/pages/cores/history/CatalogRail.tsx:211,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/DoorSection.tsx,12,consumer/support,C1 T4,,9,0,,0,0,web/src/pages/cores/history/DoorSection.tsx:114-129,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/ImportSection.tsx,22,consumer/support,,A7 T5,12,1,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/MeetingDetail.tsx,16,consumer/support,,,1,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/MeetingHeader.tsx,13,consumer/support,,,3,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/MeetingReview.tsx,91,consumer/support,,A7 T4,29,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/MeetingsConfig.tsx,11,consumer/support,,,9,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/NeedsYouTable.tsx,13,consumer/support,,,4,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/SettledList.tsx,6,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/StateTokenSpan.tsx,2,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/TranscriptWell.tsx,7,consumer/support,,A7,2,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/history/useMeetingData.tsx,12,consumer/support,,,4,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/settingsBespoke.tsx,3,consumer/support,T5 U1,,2,1,,0,0,web/src/pages/cores/settingsBespoke.tsx:79,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/settingsModels.tsx,1,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/settingsPrefs.tsx,62,consumer/support,C2 T4 U6,A7 T4,22,0,,0,0, | web/src/pages/cores/settingsPrefs.tsx:57,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/settingsTts.tsx,19,consumer/support,,A7,7,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/cores/settingsWallpaper.tsx,23,consumer/support,,A7,7,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/pages/pageSupport.tsx,3,consumer/support,,,1,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/routes.tsx,0,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
web/src/runtime/RuntimeBus.tsx,1,consumer/support,,,0,0,,0,0,,Own written source and direct CSS imports only; shared descendants/styles are separate rows; blank is not a pass.
