classification,control,line,path,reason,tag,type
face violation,<button>,440,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             type=""button""             role=""radio""             aria-checked={startMode === ""event""}             className=""desk-chip""             onClick={() => selectStartMode(""event"")}           >",
face violation,<button>,449,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             type=""button""             role=""radio""             aria-checked={startMode === ""idle""}             className=""desk-chip""             onClick={() => selectStartMode(""idle"")}           >",
face violation,<button>,465,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 key={preset.label}                 type=""button""                 className=""desk-chip""                 aria-pressed={preset.cron === detail.schedule}                 onClick={() => onUpdateSchedule(preset.cron)}               >",
face violation,<button>,539,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             type=""button""             className=""desk-chip quiet""             onClick={() =>               useDesk.getState().openPullout(""recipe:"" + detail.recipe_id)             }           >",
face violation,<button>,717,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button         type=""button""         className=""wb-card-head""         onClick={onToggle}         aria-expanded={expanded}       >",
face violation,<button>,782,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                   type=""button""                   className=""desk-chip quiet""                   onClick={() => onCopy(item.result!)}                 >",
face violation,<button>,865,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip""                 onClick={() => setArtifactExpanded(!artifactExpanded)}                 aria-expanded={artifactExpanded}               >",
face violation,<button>,876,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip""                 disabled={minting}                 onClick={() => void handleRetryMint()}               >",
face violation,<button>,887,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip quiet""                 disabled={keeping}                 onClick={() => void handleKeep()}               >",
face violation,<button>,897,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip""                 onClick={rerunItem}               >",
face violation,<button>,906,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip quiet""                 onClick={dismissItem}               >",
face violation,<button>,915,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip quiet""                 onClick={() => onRemove(item)}               >",
face violation,<button>,1490,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip""           data-tone={running ? ""warn"" : undefined}           disabled={!!runDisabledReason}           onClick={() => void triggerRun()}           title={runDisabledReason ?? ""Run this workbench now""}           aria-label={             runDisabledReason               ? `Run: ${runDisabledReason}`",
face violation,<button>,1621,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                   type=""button""                   className=""desk-chip""                   onClick={() => void handleVoiceProposal(voiceProposal)}                 >",
face violation,<button>,1628,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                   type=""button""                   className=""desk-chip quiet""                   onClick={() => setVoiceProposal(null)}                 >",
face violation,<button>,1646,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                         type=""button""                         className=""wb-inlet-chip-remove""                         onClick={() => removeGroundingRef(r.ref)}                         aria-label={`Remove ${r.name}`}                       >",
face violation,<button>,1781,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                   type=""button""                   className=""desk-chip wb-priority-cycle""                   data-priority={newPriority}                   onClick={() => setNewPriority((p) => (p >= 3 ? 1 : p + 1))}                   title={`Priority ${newPriority}. Click to cycle`}                 >",
face violation,<button>,1790,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                   type=""button""                   className=""desk-chip is-primary""                   disabled={!newTitle.trim()}                   title={                     newTitle.trim() ? ""Add this item"" : ""No instruction typed""                   }                   onClick={() => void addItem()}                 >",
face violation,<button>,1870,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                           type=""button""                           className=""desk-chip""                           onClick={async () => {                             await write(""PROMOTE TO SKILL"", async () => {                               await promoteMemoryToSkill(workbenchId, i);                               loadSkills();                        ",
face violation,<input>,1704,web/src/desk/components/WorkbenchWindow.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input                   ref={inletInputRef}                   type=""text""                   className=""wb-inlet-input""                   placeholder=""What needs doing?""                   role=""combobox""                   aria-expanded={acOpen}                   aria-controls=""wb-inlet-listbox""                   aria-activedescendant={acActiveId}            ",text
face violation,<button>,139,web/src/desk/components/ZoneWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 key={`${member.kind}:${member.id}`}                 type=""button""                 role=""listitem""                 className={`zone-cell${selectedMemberKey === `${member.kind}:${member.id}` ? "" is-selected"" : """"}`}                 aria-selected={selectedMemberKey === `${member.kind}:${member.id}`}                 onClick={() => setSele",
face violation,<button>,175,web/src/desk/components/ZoneWindow.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip quiet zone-unfile""                 aria-label={`Take ${member.title} out of ${title}`}                 onClick={(event) => {                   event.stopPropagation();                   void removeFromDir(member.id, zoneId, member.kind);                 }}               >",
face violation,<button>,124,web/src/desk/components/window/Dock.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             key={application.windowId}             type=""button""             className={               ""desk-dock-launch desk-dock-app"" +               (running ? "" is-run"" : """") +               (running && application.windowId === front && !minimized ? "" is-front"" : """") +               (overdue ? "" is-attention"" : """")             }             aria-",
face violation,<button>,177,web/src/desk/components/window/Dock.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button         key=""chair-floor-toggle""         type=""button""         className={           ""desk-dock-launch"" +           (chairSurface === ""floor"" ? "" is-run"" : """")         }         aria-label={chairSurface === ""chair"" ? ""Floor"" : ""Chair""}         aria-pressed={chairSurface === ""floor""}         onClick={toggleSurface}         data-testid=""chair-floor-tog",
face violation,<button>,197,web/src/desk/components/window/Dock.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             key={launcher.id}             type=""button""             className={               ""desk-dock-launch"" +               (launcher.open ? "" is-run"" : """") +               (launcher.badge && actionable ? "" is-attention"" : """")             }             aria-label={               launcher.badge                 ? `${launcher.label}, ${launcher.bad",
face violation,<button>,241,web/src/desk/components/window/Dock.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button               type=""button""               className=""desk-dock-main""               ref={(el) => {                 if (el) chipEls.set(c.id, el);                 else chipEls.delete(c.id);               }}               aria-label={minimized ? `Restore ${c.label}` : `Focus ${c.label}`}               onClick={() => {                 const s = useDesk.g",
face violation,<button>,269,web/src/desk/components/window/Dock.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button               type=""button""               className=""desk-dock-x""               aria-label={`Close ${c.label}`}               onClick={c.close}             >",
face violation,<button>,282,web/src/desk/components/window/Dock.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             type=""button""             className=""desk-dock-reset""             aria-label=""Overview""             title=""Overview""             onClick={() => toggleExpose(true)}           >",
face violation,<button>,291,web/src/desk/components/window/Dock.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             type=""button""             className=""desk-dock-reset""             aria-label=""Reset layout""             title=""Reset layout""             onClick={() => useDesk.getState().resetLayout()}           >",
face violation,<button>,124,web/src/desk/components/window/Expose.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             key={en.id}             type=""button""             ref={i === 0 ? firstBtnRef : undefined}             className={""desk-expose-cell"" + (en.minimized ? "" is-min"" : """")}             style={{               top: cells[i].y,               left: cells[i].x,               width: cells[i].w,               height: cells[i].h,             }}        ",
face violation,<button>,264,web/src/desk/gl/WorldStage.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip desk-surface""           onClick={surface}         >",
face violation,<button>,354,web/src/desk/gl/WorldStage.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             key={`zone:${z.id}`}             type=""button""             data-zone-id={z.id}             aria-label={`${z.title} zone, ${z.count} ${z.count === 1 ? ""item"" : ""items""}`}             onClick={() => useDesk.getState().openZoneWindow(z.id)}           >",
face violation,<button>,365,web/src/desk/gl/WorldStage.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             key={o.key}             type=""button""             data-obj-id={o.selectionRef}             data-kind={o.kind}             aria-label={               o.attention                 ? `${o.title}, ${o.attention} need attention`                 : o.title             }             onClick={(e) => {               if (e.shiftKey || e.metaKey || e.",
face violation,<input>,444,web/src/desk/gl/WorldStage.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input         ref={inputRef}         className=""desk-zone-rename""         value={name}         autoFocus         onChange={(e) => {           setName(e.target.value);           if (zoneRenameError) clearZoneRenameError();         }}         onKeyDown={(e) => {           if (e.key === ""Enter"") void commit();           if (e.key === ""Escape"") cancel();       ",text/unspecified
face violation,<button>,38,web/src/desk/pullouts/ArtifactPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                   key={f.ref}                   type=""button""                   className=""desk-chip quiet""                   onClick={() => f.resolved && openPullout(f.ref)}                 >",
face violation,<button>,57,web/src/desk/pullouts/ArtifactPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() => void copy(body)}         >",
face violation,<button>,64,web/src/desk/pullouts/ArtifactPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() =>             openSurfaceOr(""dictate"", ""/dictation"", resourceRef)           }         >",
face violation,<button>,58,web/src/desk/pullouts/ChainPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() =>             openSurfaceOr(""dictate"", ""/dictation"", resourceRef)           }         >",
face violation,<button>,67,web/src/desk/pullouts/ChainPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip is-primary""           onClick={() => openEditor(o.id)}         >",
face violation,<button>,78,web/src/desk/pullouts/CoderPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                       type=""button""                       className=""desk-chip""                       onClick={() => {                         setAnswered(null);                         void speakToCoder(                           String(ir.agent || ""claude""),                           String(ir.sessionId || o.id),                           contextua",
face violation,<button>,117,web/src/desk/pullouts/CoderPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                       type=""button""                       className=""desk-chip""                       disabled={!coderDraft.trim()}                       onClick={() => {                         setAnswered(null);                         const retained = coderDraft.trim();                         void speakToCoder(                           String(ir",
face violation,<button>,147,web/src/desk/pullouts/CoderPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                   type=""button""                   className=""desk-chip quiet""                   onClick={() => {                     void answerCoder(                       String(ir.agent || ""claude""),                       String(ir.sessionId || o.id),                     ).then((ok) => setAnswered(ok ? ""selected"" : ""failed""));                   }}",
face violation,<button>,166,web/src/desk/pullouts/CoderPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() => openSurfaceOr(""dictate"", ""/dictation"", resourceRef)}         >",
face violation,<button>,173,web/src/desk/pullouts/CoderPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() => {             closePullout(o.id);             useSteering               .getState()               .openSession(                 `${String(ir.agent || ""claude"")}:${String(ir.sessionId || o.id)}`,               );           }}         >",
face violation,<textarea>,109,web/src/desk/pullouts/CoderPullout.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<textarea                       className=""desk-coder-draft-input""                       aria-label=""Coder reply draft""                       value={coderDraft}                       placeholder=""Reply""                       rows={2}                       onChange={(event) => setCoderDraft(event.target.value)}                     />",
face violation,<button>,76,web/src/desk/pullouts/DirectoryPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() => openSurfaceOr(""dictate"", ""/dictation"", resourceRef)}         >",
face violation,<button>,37,web/src/desk/pullouts/IntelligencePullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           key={view.id}           type=""button""           className={`intelligence-segment${activeView === view.id ? "" is-active"" : """"}`}           aria-pressed={activeView === view.id}           onClick={() => selectView(view.id)}         >",
face violation,<button>,179,web/src/desk/pullouts/MeetingPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() =>             openSurfaceOr(""dictate"", ""/dictation"", resourceRef)           }         >",
face violation,<button>,188,web/src/desk/pullouts/MeetingPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() => openSurfaceOr(""record-live"", ""/live"", resourceRef)}         >",
face violation,<button>,163,web/src/desk/pullouts/ThoughtContextPicker.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button type=""button""           ref={(node: HTMLButtonElement | null) => { if (node) rowRefs.current.set(row.ref, node); else rowRefs.current.delete(row.ref); }}           className=""btn btn--ghost btn--sm thought-context-choice"" disabled={disabled}           aria-label={`${row.title}, ${state}`} onClick={() => void attach(row)}         >",
face violation,<input>,192,web/src/desk/pullouts/ThoughtContextPicker.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input type=""search"" value={query} placeholder=""Find a note…"" onChange={(event) => { setQuery(event.target.value); setView(""compact""); }} />",search
face violation,<button>,110,web/src/desk/pullouts/ThreadPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button         type=""button""         className=""thread-sibling-nav""         disabled={position <= 1}         onClick={onPrev}         aria-label=""Previous sibling""       >",
face violation,<button>,122,web/src/desk/pullouts/ThreadPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button         type=""button""         className=""thread-sibling-nav""         disabled={position >= total}         onClick={onNext}         aria-label=""Next sibling""       >",
face violation,<button>,1671,web/src/desk/pullouts/ThreadPullout.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button               type=""button""               className=""thread-title""               onClick={() => {                 setEditingTitle(true);                 setTitleDraft(detail.thread?.title || initialTitle);               }}             >",
face violation,<select>,181,web/src/desk/pullouts/ThreadPullout.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<select                 className=""thread-elicitation-select""                 value={String(values[key] ?? """")}                 onChange={(e) => handleChange(key, e.target.value)}               >",
needs reading,<input>,194,web/src/desk/pullouts/ThreadPullout.tsx,native checkbox bypasses a named surface species; verify the bounded-value exception,"<input                   type=""checkbox""                   checked={Boolean(values[key])}                   onChange={(e) => handleChange(key, e.target.checked)}                 />",checkbox
needs reading,<input>,203,web/src/desk/pullouts/ThreadPullout.tsx,native number bypasses a named surface species; verify the bounded-value exception,"<input                 type=""number""                 className=""thread-elicitation-input""                 value={String(values[key] ?? """")}                 onChange={(e) => handleChange(key, Number(e.target.value))}               />",number
face violation,<input>,212,web/src/desk/pullouts/ThreadPullout.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input                   type=""text""                   className=""thread-elicitation-input""                   aria-label={label}                   value={String(values[key] ?? """")}                   onChange={(e) => handleChange(key, e.target.value)}                 />",text
face violation,<input>,744,web/src/desk/pullouts/ThreadPullout.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input           ref={inputRef}           type=""text""           className=""thread-annotation-comment-input""           data-testid=""annotation-comment-input""           placeholder=""Comment""           value={comment}           onChange={(e) => setComment(e.target.value)}           onKeyDown={(e) => {             if (e.key === ""Enter"" && comment.trim()) {      ",text
face violation,<input>,1649,web/src/desk/pullouts/ThreadPullout.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input                 ref={titleRef}                 className=""thread-title-input""                 aria-label=""Thread title""                 value={titleDraft}                 onChange={(e) => setTitleDraft(e.target.value)}                 onBlur={commitTitle}                 onKeyDown={(e) => {                   if (e.key === ""Enter"") void commitTitle(); ",text/unspecified
face violation,<button>,107,web/src/desk/pullouts/editors/KbEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip editor-proposal-action is-accept""           onClick={acceptProposal}         >",
face violation,<button>,114,web/src/desk/pullouts/editors/KbEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip editor-proposal-action is-reject""           onClick={() => setProposal(null)}         >",
face violation,<button>,112,web/src/desk/pullouts/editors/NoteEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip editor-proposal-action is-accept""           onClick={acceptProposal}         >",
face violation,<button>,119,web/src/desk/pullouts/editors/NoteEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip editor-proposal-action is-reject""           onClick={() => setProposal(null)}         >",
face violation,<button>,104,web/src/desk/pullouts/editors/RecipeEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() => setMore(true)}         >",
face violation,<button>,94,web/src/desk/pullouts/editors/WorkflowEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip quiet""                 aria-label=""Move step up""                 disabled={i === 0}                 onClick={() => {                   const next = [...steps];                   [next[i - 1], next[i]] = [next[i], next[i - 1]];                   commitGraph(next);                 }}   ",
face violation,<button>,107,web/src/desk/pullouts/editors/WorkflowEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 type=""button""                 className=""desk-chip quiet""                 aria-label=""Remove step""                 onClick={() =>                   commitGraph(steps.filter((_, j) => j !== i))                 }               >",
face violation,<button>,121,web/src/desk/pullouts/editors/WorkflowEditor.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                 key={p.label}                 type=""button""                 className=""desk-chip quiet""                 onClick={() => commitGraph([...steps, p.make()])}               >",
face violation,<button>,136,web/src/desk/pullouts/shared/CapabilitySection.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button             type=""button""             className={               o.kind === ""recipe"" ? ""desk-chip"" : ""desk-chip is-primary""             }             onClick={() => void run()}             disabled={               runBusy ||               !capabilityCanRun ||               !runInput.trim()             }           >",
face violation,<button>,187,web/src/desk/pullouts/shared/CapabilitySection.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip quiet""           onClick={() =>             openSurfaceOr(""configure-runs-on"", ""/profiles"", resourceRef)           }         >",
face violation,<button>,204,web/src/desk/pullouts/shared/CapabilitySection.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button           type=""button""           className=""desk-chip""           onClick={() => openPullout(runArtifactId)}         >",
face violation,<input>,129,web/src/desk/pullouts/shared/CapabilitySection.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input             value={runInput}             placeholder=""Material""             aria-label={runLabel}             title={String(capability.input_help ?? """")}             onChange={(e) => setRunInput(e.target.value)}           />",text/unspecified
face violation,role=button,386,web/src/desk/pullouts/views/BriefView.tsx,UX-CANON A.1/U1: every verb is the library Button,"role=""button""",
face violation,<button>,250,web/src/desk/pullouts/views/FollowThroughView.tsx,UX-CANON A.1/U1: every verb is the library Button,"<button                             type=""button""                             className=""follow-through-source""                             title={peopleCommitment ? ""Open People"" : ""Open governing decision""}                             aria-label={`${peopleCommitment ? ""Open People"" : ""Open decision""} for ${card.text}`}                             onClick={",
library implementation,<button>,129,web/src/desk/surface/LedgerFilter.tsx,surface library implementation,"<button             type=""button""             className=""ledger-filter-clear""             onClick={onClear}             aria-label=""Clear filters""           >",
library implementation,<button>,152,web/src/desk/surface/LedgerFilter.tsx,surface library implementation,"<button                 type=""button""                 className=""ledger-filter-token-remove""                 onClick={() => onRemoveToken(token.field, token.value)}                 aria-label={`Remove ${token.field} filter: ${token.value}`}               >",
library implementation,<input>,113,web/src/desk/surface/LedgerFilter.tsx,surface library implementation,"<input             type=""text""             className=""ledger-filter-query""             aria-label=""Filter""             placeholder=""Filter...""             value={query}             onChange={(event) => onQueryChange(event.target.value)}           />",text
library implementation,<button>,188,web/src/desk/surface/Surface.tsx,surface library implementation,"<button type=""button"" className=""surface-row-open"" onClick={onOpen}>",
library implementation,<button>,273,web/src/desk/surface/Surface.tsx,surface library implementation,"<button               type=""button""               className=""desk-chip surface-state-action""               onClick={onAction}             >",
library implementation,<button>,987,web/src/desk/surface/Surface.tsx,surface library implementation,"<button type=""button"" className=""surface-tile-ghost-btn"" onClick={onCreate}>",
library implementation,<button>,1139,web/src/desk/surface/Surface.tsx,surface library implementation,"<button         type=""button""         className={cx}         aria-label={`Edit ${label}`}         onClick={() => {           setDraft(value);           setEditing(true);         }}       >",
library implementation,<textarea>,1180,web/src/desk/surface/Surface.tsx,surface library implementation,"<textarea       {...shared}       ref={(node) => {         editorRef.current = node;       }}       rows={Math.max(2, draft.split(""\n"").length)}       onChange={(event) => setDraft(event.target.value)}     />",
library implementation,<input>,1189,web/src/desk/surface/Surface.tsx,surface library implementation,<input       {...shared}       ref={(node) => {         editorRef.current = node;       }}       onChange={(event) => setDraft(event.target.value)}     />,text/unspecified
library implementation,role=button,853,web/src/desk/surface/Surface.tsx,surface library implementation,"role=""button""",
library implementation,<button>,59,web/src/desk/surface/citations.tsx,surface library implementation,"<button           key={ref}           type=""button""           className=""desk-chip quiet""           onClick={() => onOpen(ref)}         >",
library implementation,<button>,470,web/src/desk/surface/gadgets.tsx,surface library implementation,"<button           type=""button""           aria-label={`Increase ${label}`}           onClick={() => onChange(clamp((value || 0) + step))}         >",
library implementation,<button>,477,web/src/desk/surface/gadgets.tsx,surface library implementation,"<button           type=""button""           aria-label={`Decrease ${label}`}           onClick={() => onChange(clamp((value || 0) - step))}         >",
library implementation,<button>,601,web/src/desk/surface/gadgets.tsx,surface library implementation,"<button type=""button"" className=""gadget-table-add"" onClick={onAdd}>",
library implementation,<button>,719,web/src/desk/surface/gadgets.tsx,surface library implementation,"<button       type=""button""       className=""gadget-transport-key""       aria-label={label}       aria-pressed={active || undefined}       data-active={active || undefined}       data-tone={tone}       data-compact={compact || undefined}       disabled={disabled}       title={title}       onClick={onClick}     >",
library implementation,<button>,771,web/src/desk/surface/gadgets.tsx,surface library implementation,"<button         type=""button""         className={cls}         data-scope={scope}         title={title}         aria-label={ariaLabel}         onClick={onClick}       >",
library implementation,<input>,97,web/src/desk/surface/gadgets.tsx,surface library implementation,"<input           type=""checkbox""           aria-label={label}           checked={checked}           disabled={disabled}           onChange={(event) => onChange(event.target.checked)}         />",checkbox
library implementation,<input>,112,web/src/desk/surface/gadgets.tsx,surface library implementation,"<input         type=""checkbox""         aria-label={label}         checked={checked}         disabled={disabled}         onChange={(event) => onChange(event.target.checked)}       />",checkbox
library implementation,<select>,158,web/src/desk/surface/gadgets.tsx,surface library implementation,<select         aria-label={label}         value={value}         disabled={disabled}         onChange={(event) => onChange(event.target.value)}       >,
library implementation,<input>,211,web/src/desk/surface/gadgets.tsx,surface library implementation,"<input                 type=""radio""                 name={name}                 checked={selected}                 onChange={() => onChange(option.value)}               />",radio
library implementation,<input>,285,web/src/desk/surface/gadgets.tsx,surface library implementation,"<input         {...inputProps}         ref={(el) => {           autoFocusRef.current = el;           if (typeof inputRef === ""function"") inputRef(el);           else if (inputRef && typeof inputRef === ""object"")             (inputRef as React.MutableRefObject<HTMLInputElement | null>).current = el;         }}         aria-label={label}         type={type}   ",text/unspecified
library implementation,<textarea>,354,web/src/desk/surface/gadgets.tsx,surface library implementation,<textarea         ref={padRef}         aria-label={label}         value={value}         placeholder={placeholder}         rows={rows}         disabled={disabled}         autoFocus={autoFocus}         onChange={(event) => onChange(event.target.value)}         onKeyDown={onKeyDown}       />,
library implementation,<input>,459,web/src/desk/surface/gadgets.tsx,surface library implementation,"<input         aria-label={label}         type=""number""         value={Number.isFinite(value) ? value : 0}         min={min}         max={max}         step={step}         onChange={(event) => onChange(clamp(Number(event.target.value)))}       />",number
library implementation,<input>,509,web/src/desk/surface/gadgets.tsx,surface library implementation,"<input         type=""range""         aria-label={label}         min={min}         max={max}         step={step}         value={Number.isFinite(value) ? value : min}         onChange={(event) => onChange(Number(event.target.value))}       />",range
library implementation,<button>,454,web/src/desk/surface/graph/TopologySurface.tsx,surface library implementation,"<button               key={node.id}               ref={(el) => {                 nodeRefs.current[node.id] = el;               }}               type=""button""               className=""surface-topology-node""               data-topology-node=""""               data-home={node.home || undefined}               data-selected={isSelected || undefined}               d",
library implementation,<button>,33,web/src/desk/surface/patterns/ActionNotice.tsx,surface library implementation,"<button           type=""button""           className=""surface-action-notice-btn""           onClick={action.onClick}         >",
library implementation,<button>,63,web/src/desk/surface/patterns/ChoiceCardGroup.tsx,surface library implementation,"<button           type=""button""           className=""surface-choice-confirm-btn""           disabled={disabled || value == null}           onClick={onConfirm}         >",
library implementation,<input>,135,web/src/desk/surface/patterns/ChoiceCardGroup.tsx,surface library implementation,"<input           type=""radio""           className=""surface-choice-card-radio""           name={name}           value={value}           checked={isSelected}           disabled={disabled}           onChange={() => onChange?.(value)}         />",radio
library implementation,<button>,100,web/src/desk/surface/patterns/Disclosure.tsx,surface library implementation,"<button         ref={triggerRef}         type=""button""         className=""surface-disclosure-trigger""         aria-expanded={isOpen}         aria-controls={controlsId}         aria-label={ariaLabel}         onClick={() => setOpen(!isOpen)}       >",
library implementation,<button>,99,web/src/desk/surface/patterns/ProgressPlan.tsx,surface library implementation,"<button               type=""button""               className=""surface-plan-action-btn""               onClick={action.onClick}             >",
library implementation,<button>,22,web/src/desk/surface/patterns/ProvenanceChip.tsx,surface library implementation,"<button           type=""button""           className=""surface-provenance-inspect""           onClick={onInspect}           aria-label={`Inspect ${source}`}         >",
library implementation,<button>,55,web/src/desk/surface/patterns/ProvenanceChip.tsx,surface library implementation,"<button           type=""button""           className=""surface-receipt-inspect""           onClick={onInspect}           aria-label={`Inspect ${label}`}         >",
library implementation,<button>,94,web/src/desk/surface/wings.tsx,surface library implementation,"<button           key={w.id}           ref={(element) => {             refs.current[index] = element;           }}           type=""button""           role=""tab""           aria-selected={active === w.id}           tabIndex={active === w.id || (!hasActive && index === 0) ? 0 : -1}           className={`desk-wing${active === w.id ? "" is-on"" : """"}`}           onC",
library implementation,<button>,126,web/src/desk/surface/wings.tsx,surface library implementation,"<button           type=""button""           className={`desk-wing desk-wing-door${doorOpen ? "" is-on"" : """"}`}           aria-label={door}           title={door}           aria-pressed={doorOpen}           onClick={onDoor}         >",
face violation,<input>,1658,web/src/features/project-room/ProjectRoomCore.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input // UX-CANON: needs redesign (HS-170-04)           ref={inputRef}           type=""text""           className=""room-ask-input""           aria-label=""Ask this project""           value={prompt}           placeholder=""Ask this project…""           onChange={(e) => setPrompt(e.target.value)}           onKeyDown={(e) => {             if (e.key === ""Enter"" && !",text
face violation,<input>,1821,web/src/features/project-room/ProjectRoomCore.tsx,UX-CANON B/T5: raw consumer control bypasses a surface species,"<input // UX-CANON: needs redesign (HS-170-04)                 type=""search""                 aria-label=""Search history""                 placeholder=""Search history…""                 value={searchQuery}                 onChange={(e) => setSearchQuery(e.target.value)}               />",search
