file,line,rule,text,scanner_face,confidence
web/src/desk/surface/patterns/StateChip.tsx,20,emoji,"Emoji in JSX text: warning: ""⚠"",    // warning triangle",StateChip,
web/src/desk/surface/patterns/StateChip.tsx,21,emoji,"Emoji in JSX text: failure: ""✗"",    // X mark",StateChip,
web/src/features/project-room/steward/StewardPosture.tsx,156,A8,"Counter may render zero (.length without guard): rateParts.push(`${phaseSteps.length} source${phaseSteps.length === 1 ? """" : ""s""}`);",StewardPosture,medium
web/src/features/project-room/steward/StewardPosture.tsx,164,A8,"Counter may render zero (.length without guard): rateParts.push(`${phaseSteps.length} effect${phaseSteps.length === 1 ? """" : ""s""}`);",StewardPosture,medium
web/src/features/project-room/steward/StewardPosture.tsx,261,A1,Raw <button> element (use library Button): <button,StewardPosture,
web/src/features/project-room/steward/StewardPosture.tsx,519,A3-sentence,"Sentence in prop text: ""Uses the model assigned in Settings > Models. Falls back to deterministic....""",StewardPosture,
web/src/desk/surface/Surface.tsx,188,A1,"Raw <button> element (use library Button): <button type=""button"" className=""surface-row-open"" onClick={onOpen}>",Surface,
web/src/desk/surface/Surface.tsx,245,emoji,Emoji in JSX text: ⚠︎,Surface,
web/src/desk/surface/Surface.tsx,273,A1,Raw <button> element (use library Button): <button,Surface,
web/src/desk/surface/Surface.tsx,478,emoji,Emoji in JSX text: /** The absence face content (✕ token + typed detail). */,Surface,
web/src/desk/surface/Surface.tsx,576,emoji,Emoji in JSX text: /** An error turn keeps the ✕ token beside its prefix. */,Surface,
web/src/desk/surface/Surface.tsx,587,emoji,"Emoji in JSX text: {error ? <span className=""surface-traffic-x"">✕ </span> : null}",Surface,
web/src/desk/surface/Surface.tsx,987,A1,"Raw <button> element (use library Button): <button type=""button"" className=""surface-tile-ghost-btn"" onClick={onCreate}>",Surface,
web/src/desk/surface/Surface.tsx,1139,A1,Raw <button> element (use library Button): <button,Surface,
web/src/desk/surface/Surface.tsx,1180,B,Raw control element: <textarea,Surface,
web/src/desk/surface/Surface.tsx,1189,B,Raw control element: <input,Surface,
web/src/desk/surface/Surface.tsx,1356,A3-prose,"Prose helper class (hint/help/description): className={className ? `surface-scroll-hint ${className}` : ""surface-scroll-hint""}",Surface,
web/src/desk/components/SystemShade.tsx,326,A3-prose,"Prose in <p>/<small> element: ""{row.subject_label} &middot; {humanTime(row.timestamp)}...""",SystemShade,
web/src/desk/components/SystemShade.tsx,368,emoji,Emoji in JSX text: ✦,SystemShade,
web/src/desk/components/SystemShade.tsx,372,A3-prose,"Prose in <p>/<small> element: ""{row.outcome || row.subject_label} {egress.label ? (...""",SystemShade,
web/src/desk/pullouts/ThoughtContextPicker.tsx,163,A1,"Raw <button> element (use library Button): return <li key={row.ref}><button type=""button""",ThoughtContextPicker,
web/src/desk/pullouts/ThoughtContextPicker.tsx,192,B,"Raw control element: <label className=""thought-context-search""><span className=""sr-only"">Search notes</span><span aria-hi",ThoughtContextPicker,
web/src/desk/components/ThreadComposer.tsx,974,B,Raw control element: <textarea,ThreadComposer,
web/src/desk/components/ThreadComposer.tsx,1068,B,Raw control element: <textarea,ThreadComposer,
web/src/desk/pullouts/ThreadPullout.tsx,110,A1,Raw <button> element (use library Button): <button,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,122,A1,Raw <button> element (use library Button): <button,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,181,B,Raw control element: <select,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,194,B,Raw control element: <input,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,203,B,Raw control element: <input,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,212,B,Raw control element: <input,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,459,A8,"Counter may render zero (.length without guard): <span className=""thread-result-table-key"">+{objectEntries.length} object{objectEntries.length !== 1 ",ThreadPullout,medium
web/src/desk/pullouts/ThreadPullout.tsx,744,B,Raw control element: <input,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,1649,B,Raw control element: <input,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,1671,A1,Raw <button> element (use library Button): <button,ThreadPullout,
web/src/desk/pullouts/ThreadPullout.tsx,1698,A8,Zero fallback rendered (?? 0): callMode={detail.thread?.call_mode ?? 0},ThreadPullout,medium
web/src/pages/cores/TopologyMapView.tsx,441,B,"Raw control element: <label className=""surface-gadget-label"">Provider key<input ref={secretRef} className=""hs-control"" ty",TopologyMapView,
web/src/pages/cores/TopologyMapView.tsx,456,B,"Raw control element: <label className=""surface-gadget-label"">Provider key<input ref={secretRef} className=""hs-control"" ty",TopologyMapView,
web/src/desk/surface/graph/TopologySurface.tsx,168,emoji,"Emoji in JSX text: success: ""✓"",",TopologySurface,
web/src/desk/surface/graph/TopologySurface.tsx,169,emoji,"Emoji in JSX text: warning: ""⚠"",",TopologySurface,
web/src/desk/surface/graph/TopologySurface.tsx,170,emoji,"Emoji in JSX text: failure: ""✗"",",TopologySurface,
web/src/desk/surface/graph/TopologySurface.tsx,454,A1,Raw <button> element (use library Button): <button,TopologySurface,
web/src/pages/cores/history/TranscriptWell.tsx,55,A3-prose,"Prose in <p>/<small> element: ""{String(row.text ?? row.transcript ?? """")}...""",TranscriptWell,
web/src/desk/components/TrustWindow.tsx,85,A3-prose,"Prose in <p>/<small> element: ""{enabledDestinations.length > 0 ? ""External destinations configured"" : ""All data...""",TrustWindow,
web/src/desk/components/TrustWindow.tsx,158,A1,Raw <button> element (use library Button): <button,TrustWindow,
web/src/features/project-room/update/UpdatePosture.tsx,106,A1,Raw <button> element (use library Button): <button,UpdatePosture,
web/src/features/project-room/update/UpdatePosture.tsx,173,A1,Raw <button> element (use library Button): <button,UpdatePosture,
web/src/desk/components/WhyControl.tsx,37,A8,"Zero fallback rendered (?? 0): aria-label={`${whyLabel} governing decision receipt${(receiptIds?.length ?? 0) === 1 ? """" : ""s""}`}",WhyControl,medium
web/src/desk/components/WorkbenchAutomations.tsx,216,raw-ids,"ID field rendered as text: {!loading && !error ? <div className=""wb-automations-list"">{automations.map((automation) => <Automat",WorkbenchAutomations,medium
web/src/desk/components/WorkbenchResourceful.tsx,82,A3-prose,"Prose in <p>/<small> element: ""WHEN IDLE · ONE BOUNDED IMPROVEMENT FROM LOCAL DATA...""",WorkbenchResourceful,
web/src/desk/components/WorkbenchResourceful.tsx,184,A3-prose,"Prose in <p>/<small> element: ""RUNS AS OWNER · ONLY THE SELECTED MAINTENANCE ITEM RUNS · ORDINARY PENDING WORK ...""",WorkbenchResourceful,
web/src/desk/components/WorkbenchResourceful.tsx,191,A1,Raw <button> element (use library Button): <button,WorkbenchResourceful,
web/src/desk/components/WorkbenchResourceful.tsx,199,A1,Raw <button> element (use library Button): <button,WorkbenchResourceful,
web/src/desk/components/WorkbenchResourceful.tsx,217,A3-prose,"Prose in <p>/<small> element: ""{policy.enabled ? `READY WHEN IDLE · ${policy.nightly_count}/${policy.nightly_ta...""",WorkbenchResourceful,
web/src/desk/components/WorkbenchTemplatePicker.tsx,94,A1,Raw <button> element (use library Button): <button,WorkbenchTemplatePicker,
web/src/desk/components/WorkbenchTemplatePicker.tsx,111,A1,Raw <button> element (use library Button): <button,WorkbenchTemplatePicker,
web/src/desk/components/WorkbenchWindow.tsx,178,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,319,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,422,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,431,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,440,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,449,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,465,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,539,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,717,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,741,A3-prose,"Prose in <p>/<small> element: ""{item.result!.slice(0, 120)} {item.result!.length > 120 ? ""…"" : """"}...""",WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,782,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,865,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,876,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,887,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,897,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,906,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,915,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1134,A8,"Counter may render zero (count pattern): payload contract is {workbench_id, run_id, item_id, index, total} with",WorkbenchWindow,low
web/src/desk/components/WorkbenchWindow.tsx,1490,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1621,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1628,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1646,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1704,B,Raw control element: <input,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1781,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1790,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/desk/components/WorkbenchWindow.tsx,1870,A1,Raw <button> element (use library Button): <button,WorkbenchWindow,
web/src/pages/cores/WorkbenchesHomeCore.tsx,92,A1,Raw <button> element (use library Button): <button,WorkbenchesHomeCore,
web/src/desk/pullouts/editors/WorkflowEditor.tsx,94,A1,Raw <button> element (use library Button): <button,WorkflowEditor,
web/src/desk/pullouts/editors/WorkflowEditor.tsx,107,A1,Raw <button> element (use library Button): <button,WorkflowEditor,
web/src/desk/pullouts/editors/WorkflowEditor.tsx,121,A1,Raw <button> element (use library Button): <button,WorkflowEditor,
web/src/desk/gl/WorldStage.tsx,264,A1,Raw <button> element (use library Button): <button,WorldStage,
web/src/desk/gl/WorldStage.tsx,354,A1,Raw <button> element (use library Button): <button,WorldStage,
web/src/desk/gl/WorldStage.tsx,365,A1,Raw <button> element (use library Button): <button,WorldStage,
web/src/desk/gl/WorldStage.tsx,444,B,Raw control element: <input,WorldStage,
web/src/desk/surface/XtermPane.tsx,1,C,Type-step collapse: only 1 distinct font-size (11),XtermPane,medium
web/src/desk/components/ZoneWindow.tsx,139,A1,Raw <button> element (use library Button): <button,ZoneWindow,
web/src/desk/components/ZoneWindow.tsx,175,A1,Raw <button> element (use library Button): <button,ZoneWindow,
web/src/desk/surface/citations.tsx,59,A1,Raw <button> element (use library Button): <button,citations,
web/src/desk/surface/gadgets.tsx,90,emoji,"Emoji in JSX text: /** ""token"" renders a bordered mono-uppercase token with ✓ glyph",gadgets,
web/src/desk/surface/gadgets.tsx,105,emoji,Emoji in JSX text: {checked ? `✓ ${label}` : label},gadgets,
web/src/pages/cores/settingsBespoke.tsx,79,A1,Raw <button> element (use library Button): <button,settingsBespoke,
web/src/pages/cores/settingsWallpaper.tsx,142,A3-prose,"Prose in <p>/<small> element: ""SAVED ON THIS BROWSER · APPLIES LIVE TO THE FLOOR...""",settingsWallpaper,
web/src/desk/surface/wings.tsx,94,A1,Raw <button> element (use library Button): <button,wings,
web/src/desk/surface/wings.tsx,126,A1,Raw <button> element (use library Button): <button,wings,
